	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
309	0.14192	0.07931	0.01736	0.01725	0.48940	0.00500
310	0.14179	0.07928	0.01689	0.01724	0.48920	0.00498
311	0.14172	0.07922	0.01635	0.01721	0.48878	0.00512
312	0.14178	0.07915	0.01579	0.01724	0.48827	0.00528
313	0.14190	0.07909	0.01532	0.01744	0.48776	0.00532
314	0.14194	0.07903	0.01494	0.01768	0.48729	0.00525
315	0.14190	0.07893	0.01461	0.01766	0.48697	0.00515
316	0.14194	0.07876	0.01427	0.01734	0.48691	0.00502
317	0.14219	0.07851	0.01398	0.01696	0.48704	0.00485
318	0.14265	0.07810	0.01388	0.01663	0.48722	0.00479
319	0.14312	0.07761	0.01410	0.01644	0.48735	0.00497
320	0.14341	0.07723	0.01458	0.01655	0.48742	0.00526
321	0.14356	0.07697	0.01514	0.01691	0.48752	0.00544
322	0.14381	0.07670	0.01555	0.01723	0.48771	0.00544
323	0.14422	0.07641	0.01563	0.01734	0.48796	0.00535
324	0.14464	0.07621	0.01552	0.01731	0.48813	0.00522
325	0.14494	0.07614	0.01543	0.01727	0.48809	0.00509
326	0.14507	0.07615	0.01544	0.01739	0.48784	0.00498
327	0.14503	0.07617	0.01542	0.01777	0.48743	0.00486
328	0.14488	0.07612	0.01526	0.01826	0.48700	0.00476
329	0.14477	0.07595	0.01500	0.01845	0.48669	0.00468
330	0.14476	0.07571	0.01474	0.01815	0.48662	0.00463
331	0.14483	0.07553	0.01450	0.01772	0.48675	0.00457
332	0.14490	0.07555	0.01415	0.01766	0.48691	0.00439
333	0.14491	0.07569	0.01364	0.01798	0.48702	0.00409
334	0.14491	0.07575	0.01305	0.01823	0.48712	0.00376
335	0.14499	0.07557	0.01244	0.01818	0.48717	0.00352
336	0.14511	0.07520	0.01187	0.01790	0.48707	0.00344
337	0.14514	0.07480	0.01135	0.01745	0.48685	0.00358
338	0.14504	0.07454	0.01096	0.01681	0.48672	0.00390
339	0.14488	0.07452	0.01069	0.01628	0.48681	0.00423
340	0.14482	0.07464	0.01037	0.01636	0.48701	0.00435
341	0.14499	0.07471	0.00990	0.01714	0.48708	0.00431
342	0.14536	0.07460	0.00939	0.01805	0.48697	0.00427
343	0.14578	0.07434	0.00902	0.01854	0.48680	0.00428
344	0.14612	0.07400	0.00887	0.01855	0.48670	0.00430
345	0.14632	0.07370	0.00881	0.01833	0.48677	0.00437
346	0.14638	0.07356	0.00868	0.01821	0.48698	0.00449
347	0.14631	0.07369	0.00844	0.01835	0.48722	0.00450
348	0.14618	0.07394	0.00821	0.01868	0.48732	0.00436
349	0.14608	0.07408	0.00812	0.01900	0.48719	0.00428
