	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
295	0.00000	0.00000	-0.34418	0.00000	0.00000	-1.31311
296	0.00000	0.00000	-0.34335	0.00000	0.00000	-1.30054
297	0.00000	0.00000	-0.34246	0.00000	0.00000	-1.28800
298	0.00000	0.00000	-0.34149	0.00000	0.00000	-1.27548
299	0.00000	0.00000	-0.34045	0.00000	0.00000	-1.26299
300	0.00000	0.00000	-0.33934	0.00000	0.00000	-1.25052
301	0.00000	0.00000	-0.33815	0.00000	0.00000	-1.23809
302	0.00000	0.00000	-0.33689	0.00000	0.00000	-1.22568
303	0.00000	0.00000	-0.33554	0.00000	0.00000	-1.21332
304	0.00000	0.00000	-0.33412	0.00000	0.00000	-1.20099
305	0.00000	0.00000	-0.33262	0.00000	0.00000	-1.18871
306	0.00000	0.00000	-0.33103	0.00000	0.00000	-1.17647
307	0.00000	0.00000	-0.32937	0.00000	0.00000	-1.16428
308	0.00000	0.00000	-0.32762	0.00000	0.00000	-1.15214
309	0.00000	0.00000	-0.32579	0.00000	0.00000	-1.14005
310	0.00000	0.00000	-0.32388	0.00000	0.00000	-1.12802
311	0.00000	0.00000	-0.32189	0.00000	0.00000	-1.11604
312	0.00000	0.00000	-0.31982	0.00000	0.00000	-1.10412
313	0.00000	0.00000	-0.31766	0.00000	0.00000	-1.09225
