	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N2_finishedFinal\finishedRoundN2.c3d
3108	-0.01465	-0.42057	-0.07936	1.45236	0.39791	-0.12039	-1.14870	-2.04931	-0.46328	0.79123	-0.02356	-0.19380	-0.66062	-1.09229	-0.19827	0.37031	-0.34462	-0.21656	-0.27957	-0.62581	-0.07904	0.16511	-0.53437	-0.15498	0.16450	-0.56231	-0.18297	0.01442	-0.57434	-0.09563	-0.06188	-0.39471	-0.02349	0.04333	-0.30692	0.01688	-0.20217	-0.31836	-0.07280	0.01700	-0.15035	0.01946	-0.18534	-0.05448	-0.14363	0.00520	-0.05580	0.00633	-0.03840	0.04496	-0.14828	0.01010	-0.05651	0.00733	-0.05753	0.03011	-0.14506
3109	-0.02215	-0.43633	-0.06904	1.44235	0.33763	-0.01799	-1.15747	-2.02739	-0.40780	0.74455	-0.03854	-0.10089	-0.65271	-1.10194	-0.19753	0.32819	-0.36777	-0.14289	-0.27826	-0.66811	-0.08696	0.17018	-0.57825	-0.13523	0.17020	-0.60550	-0.15971	-0.01135	-0.58017	-0.07902	-0.04787	-0.40812	-0.02615	0.03477	-0.34202	0.01190	-0.19118	-0.31757	-0.07151	0.00950	-0.18783	0.01168	-0.18878	-0.05728	-0.14216	0.02729	-0.06383	0.00935	0.00049	0.02644	-0.13866	0.04024	-0.06577	0.01383	-0.01273	0.01579	-0.12934
3110	-0.03009	-0.44470	-0.05781	1.41259	0.30991	0.10660	-1.16007	-1.96994	-0.34266	0.72784	-0.02802	0.00467	-0.66396	-1.10669	-0.19116	0.30146	-0.36959	-0.05791	-0.28861	-0.69973	-0.09014	0.16742	-0.61321	-0.11121	0.17126	-0.64610	-0.12800	-0.02391	-0.57122	-0.05507	-0.04802	-0.41869	-0.03426	0.00978	-0.37015	0.00265	-0.18306	-0.32277	-0.07977	-0.01369	-0.21390	0.00176	-0.18252	-0.06757	-0.14856	0.03869	-0.07054	0.01266	0.04990	0.00852	-0.12702	0.05533	-0.07321	0.01788	0.04196	0.00120	-0.10821
3111	-0.03558	-0.44573	-0.04849	1.39005	0.29467	0.22169	-1.18480	-1.89452	-0.27513	0.75605	-0.02594	0.09274	-0.68352	-1.11112	-0.16072	0.30165	-0.37087	0.01191	-0.30314	-0.71625	-0.08273	0.15322	-0.62895	-0.08850	0.16095	-0.66753	-0.09735	-0.01224	-0.55475	-0.03645	-0.06985	-0.42137	-0.04162	-0.02581	-0.38067	-0.00948	-0.18511	-0.33430	-0.08637	-0.04347	-0.21862	-0.00822	-0.16422	-0.08853	-0.15075	0.02749	-0.07489	0.00828	0.08004	-0.00008	-0.11898	0.04054	-0.07713	0.01056	0.07523	-0.00511	-0.09639
3112	-0.03756	-0.44668	-0.04345	1.39577	0.28169	0.31403	-1.22453	-1.81754	-0.21849	0.79520	-0.05049	0.15096	-0.68559	-1.10471	-0.11461	0.31028	-0.37852	0.05421	-0.30240	-0.71039	-0.06858	0.14154	-0.62042	-0.05974	0.14882	-0.65977	-0.06960	0.01150	-0.54489	-0.03128	-0.10089	-0.43130	-0.04545	-0.05874	-0.38523	-0.02678	-0.19325	-0.35273	-0.08323	-0.06087	-0.20522	-0.01958	-0.14351	-0.11155	-0.14360	0.00104	-0.06606	-0.00225	0.08384	-0.00485	-0.11303	0.00782	-0.06727	-0.00227	0.08052	-0.00832	-0.09364
3113	-0.03368	-0.45175	-0.03701	1.42400	0.26020	0.38938	-1.25135	-1.74723	-0.17725	0.80507	-0.09854	0.18674	-0.65707	-1.08121	-0.07257	0.30327	-0.38912	0.07501	-0.27372	-0.68399	-0.05154	0.14406	-0.61157	-0.02172	0.14606	-0.64222	-0.03983	0.02693	-0.54448	-0.02988	-0.11137	-0.45687	-0.04272	-0.06749	-0.39563	-0.04064	-0.19196	-0.37225	-0.06859	-0.05524	-0.18830	-0.02639	-0.13353	-0.12423	-0.12709	-0.02515	-0.04380	-0.00839	0.06838	-0.01519	-0.10050	-0.02273	-0.04423	-0.00711	0.06530	-0.01804	-0.08632
3114	-0.02316	-0.45516	-0.02105	1.45636	0.21287	0.45291	-1.25867	-1.69187	-0.13891	0.77592	-0.15262	0.21306	-0.60959	-1.04961	-0.03971	0.27687	-0.39863	0.08620	-0.22377	-0.65388	-0.02935	0.15131	-0.63521	0.01231	0.14786	-0.64749	-0.00742	0.02635	-0.54072	-0.01830	-0.08569	-0.48180	-0.02955	-0.04037	-0.40546	-0.03782	-0.17291	-0.38002	-0.04212	-0.03012	-0.17710	-0.01990	-0.14109	-0.12065	-0.09909	-0.03737	-0.02043	-0.00357	0.03097	-0.02868	-0.07828	-0.03700	-0.02051	0.00064	0.02659	-0.03215	-0.06922
3115	-0.01158	-0.44967	0.00315	1.48191	0.13817	0.50444	-1.25192	-1.66105	-0.08330	0.72363	-0.19026	0.23823	-0.56329	-1.01874	-0.01037	0.24648	-0.40820	0.09535	-0.16696	-0.63411	-0.00394	0.14800	-0.68127	0.02782	0.14425	-0.67666	0.02021	0.01691	-0.52771	0.00395	-0.04582	-0.48370	-0.00823	0.00381	-0.40047	-0.01820	-0.14897	-0.36867	-0.00976	0.00242	-0.16609	-0.00043	-0.15948	-0.10553	-0.06334	-0.02788	-0.00152	0.01035	-0.02563	-0.03420	-0.05587	-0.02866	-0.00139	0.01572	-0.03201	-0.03883	-0.05271
3116	-0.00616	-0.43822	0.02213	1.47944	0.06561	0.54655	-1.22066	-1.65412	-0.00981	0.66803	-0.20087	0.26326	-0.53015	-0.99396	0.00954	0.22441	-0.42153	0.10340	-0.11643	-0.63019	0.00752	0.13760	-0.70596	0.02523	0.13912	-0.69924	0.03483	0.01013	-0.51704	0.02362	-0.02498	-0.46248	0.00828	0.02971	-0.38048	0.00019	-0.13962	-0.34820	0.01152	0.02519	-0.14686	0.01764	-0.17406	-0.08997	-0.03780	-0.00294	0.01752	0.02351	-0.07190	-0.02485	-0.04657	-0.00492	0.01787	0.02728	-0.07826	-0.02931	-0.04746
3117	-0.00683	-0.43076	0.02266	1.42594	0.02708	0.58144	-1.15885	-1.65293	0.05148	0.62669	-0.19733	0.28269	-0.51166	-0.98827	0.00665	0.21057	-0.43968	0.10602	-0.08844	-0.64817	-0.01226	0.13242	-0.69677	0.01692	0.13987	-0.70228	0.03495	0.01176	-0.51905	0.02536	-0.02642	-0.43693	0.00738	0.02460	-0.35828	0.00073	-0.14374	-0.33515	0.00863	0.02562	-0.12477	0.01942	-0.17547	-0.08622	-0.03725	0.01907	0.03075	0.02429	-0.07915	-0.00757	-0.05473	0.01618	0.03127	0.02517	-0.08181	-0.00943	-0.05500
3118	-0.00814	-0.43163	0.00847	1.34692	0.00926	0.60645	-1.08858	-1.63290	0.07538	0.61432	-0.20548	0.29337	-0.50381	-1.00983	-0.01248	0.20289	-0.46079	0.10295	-0.09503	-0.68726	-0.05206	0.13164	-0.68709	0.01691	0.14043	-0.70673	0.02841	0.01756	-0.52994	0.00773	-0.03007	-0.41842	-0.00623	0.00595	-0.34059	-0.00929	-0.14228	-0.33145	-0.01066	0.00795	-0.11362	0.01023	-0.16403	-0.09935	-0.05262	0.02424	0.02262	0.01619	-0.05519	0.00330	-0.07011	0.02198	0.02304	0.01511	-0.05281	0.00492	-0.06876
3119	-0.00875	-0.43613	-0.00132	1.29860	-0.03354	0.62685	-1.04052	-1.59101	0.07875	0.62851	-0.24169	0.30220	-0.50243	-1.04128	-0.02073	0.20167	-0.48104	0.10376	-0.12785	-0.72854	-0.07760	0.12689	-0.70529	0.03210	0.13149	-0.72871	0.02836	0.01929	-0.53980	-0.01044	-0.02867	-0.40347	-0.01351	-0.00910	-0.32587	-0.00880	-0.12817	-0.32687	-0.02574	-0.01261	-0.11775	0.00989	-0.14545	-0.11876	-0.06226	0.01497	-0.00670	0.01613	-0.03207	0.00372	-0.07580	0.01478	-0.00666	0.01459	-0.02768	0.00682	-0.07621
3120	-0.01198	-0.43793	0.00583	1.29004	-0.11492	0.65349	-1.03144	-1.54468	0.09815	0.64439	-0.29909	0.31718	-0.50477	-1.05355	-0.00161	0.20666	-0.49673	0.11659	-0.16394	-0.74848	-0.06959	0.11526	-0.74260	0.05652	0.11347	-0.75603	0.04119	0.01320	-0.54090	-0.00973	-0.03082	-0.38958	-0.00429	-0.01878	-0.31649	0.00699	-0.11271	-0.31893	-0.02445	-0.02884	-0.12778	0.02439	-0.12523	-0.12785	-0.05660	0.00220	-0.03618	0.02852	-0.03004	0.00237	-0.06592	0.00365	-0.03642	0.02593	-0.02793	0.00398	-0.06967
3121	-0.01740	-0.43679	0.02209	1.27522	-0.19260	0.68308	-1.05554	-1.49106	0.13941	0.64028	-0.35280	0.33368	-0.50891	-1.03463	0.03574	0.21758	-0.51004	0.13402	-0.18590	-0.73999	-0.03946	0.09759	-0.77344	0.07499	0.09153	-0.77151	0.05832	0.00142	-0.53222	0.00556	-0.03518	-0.38414	0.01188	-0.02240	-0.32080	0.02183	-0.10097	-0.31614	-0.01038	-0.04211	-0.13602	0.03858	-0.10648	-0.12161	-0.04183	-0.00692	-0.04646	0.04068	-0.04456	0.00849	-0.04998	-0.00545	-0.04671	0.03537	-0.04598	0.00766	-0.05472
3122	-0.01768	-0.43858	0.03178	1.21758	-0.21811	0.70040	-1.08123	-1.40827	0.17695	0.62007	-0.38220	0.33927	-0.51227	-0.99407	0.07210	0.23194	-0.52619	0.13839	-0.18803	-0.71405	-0.00921	0.07779	-0.78638	0.07722	0.07171	-0.77618	0.06665	-0.00819	-0.52444	0.01560	-0.02748	-0.39393	0.02024	-0.01389	-0.34308	0.02143	-0.08344	-0.32266	0.00550	-0.04743	-0.14906	0.03780	-0.09062	-0.10702	-0.02791	-0.01120	-0.03650	0.04433	-0.05798	0.02266	-0.03760	-0.01064	-0.03660	0.03785	-0.06026	0.02115	-0.04009
3123	-0.00716	-0.44583	0.02980	1.12721	-0.19667	0.69998	-1.08163	-1.30691	0.19346	0.59862	-0.38738	0.33243	-0.51055	-0.95085	0.09347	0.24486	-0.53996	0.12563	-0.17505	-0.68941	0.00759	0.06327	-0.78864	0.06849	0.06010	-0.78084	0.06485	-0.00336	-0.53002	0.01253	-0.00542	-0.41047	0.01639	0.00538	-0.37171	0.00893	-0.05705	-0.32944	0.01353	-0.03724	-0.17242	0.02431	-0.07765	-0.09221	-0.02126	-0.01275	-0.01763	0.04175	-0.05645	0.03661	-0.03060	-0.01311	-0.01757	0.03868	-0.05602	0.03687	-0.02931
3124	0.00896	-0.45039	0.02330	1.04203	-0.17759	0.69867	-1.05938	-1.22603	0.19387	0.57903	-0.38338	0.32902	-0.50033	-0.92091	0.09533	0.25344	-0.53744	0.11543	-0.16289	-0.68212	0.00920	0.05593	-0.78922	0.06196	0.05558	-0.78827	0.06163	0.01918	-0.54358	0.00603	0.01247	-0.41332	0.00623	0.02134	-0.38153	-0.00271	-0.03488	-0.32392	0.01054	-0.01664	-0.19098	0.01128	-0.06398	-0.08303	-0.02296	-0.01236	-0.00324	0.03530	-0.03915	0.03984	-0.02981	-0.01254	-0.00320	0.03798	-0.03493	0.04268	-0.02590
3125	0.01871	-0.44128	0.02095	0.98962	-0.19735	0.71697	-1.01865	-1.17605	0.19045	0.55383	-0.38518	0.34384	-0.48268	-0.90316	0.08450	0.25222	-0.51769	0.12646	-0.16834	-0.69182	0.00388	0.04998	-0.78918	0.06269	0.05065	-0.79196	0.06261	0.04172	-0.54442	0.00599	0.01149	-0.38998	-0.00118	0.02236	-0.35678	-0.00436	-0.02698	-0.30429	0.00235	-0.00020	-0.18591	0.00863	-0.04352	-0.08371	-0.02758	-0.00623	-0.00433	0.02772	-0.01270	0.02929	-0.03546	-0.00367	-0.00479	0.03392	-0.00671	0.03342	-0.03191
3126	0.01662	-0.41796	0.02478	0.96317	-0.25567	0.74517	-0.94792	-1.13421	0.19282	0.51870	-0.39894	0.36862	-0.46043	-0.88030	0.07398	0.23133	-0.49843	0.14950	-0.19150	-0.69929	0.00153	0.04215	-0.78667	0.06776	0.04222	-0.78655	0.06805	0.04177	-0.52147	0.01188	0.00179	-0.34630	-0.00104	0.01390	-0.30900	0.00328	-0.02680	-0.27948	-0.00232	0.00341	-0.16401	0.01480	-0.01801	-0.09440	-0.02800	0.00840	-0.02215	0.02502	0.01705	0.01236	-0.04067	0.01519	-0.02343	0.03137	0.02150	0.01549	-0.03956
3127	0.00953	-0.39183	0.03034	0.92983	-0.32867	0.74870	-0.84126	-1.09019	0.20368	0.47860	-0.42184	0.37962	-0.43608	-0.84646	0.07119	0.19381	-0.49251	0.16087	-0.21488	-0.69033	0.00270	0.03505	-0.77725	0.07638	0.03422	-0.77081	0.07868	0.02171	-0.48677	0.01850	0.00402	-0.30152	0.00310	0.01079	-0.26631	0.01002	-0.02326	-0.26019	-0.00087	-0.00230	-0.14747	0.01861	-0.00016	-0.10861	-0.02283	0.02306	-0.04080	0.02846	0.04323	-0.00166	-0.03531	0.03168	-0.04249	0.03410	0.04419	-0.00098	-0.03534
3128	0.00868	-0.37548	0.03411	0.86940	-0.38873	0.71268	-0.71975	-1.05547	0.21636	0.44258	-0.44577	0.36696	-0.41536	-0.81943	0.07569	0.16358	-0.49404	0.15673	-0.22212	-0.67608	0.00328	0.03223	-0.75401	0.08856	0.03202	-0.74458	0.09491	0.00727	-0.46220	0.02460	0.02366	-0.27610	0.00569	0.01868	-0.24814	0.00659	-0.01208	-0.25215	0.00530	-0.00936	-0.14273	0.01253	0.00293	-0.11591	-0.01432	0.02182	-0.04002	0.03041	0.05436	-0.00832	-0.01859	0.02813	-0.04133	0.03645	0.05266	-0.00960	-0.01664
3129	0.01727	-0.37130	0.03883	0.79765	-0.42393	0.65741	-0.62807	-1.03193	0.22322	0.41717	-0.46276	0.34361	-0.40226	-0.81199	0.08546	0.16174	-0.49440	0.15510	-0.21200	-0.67580	0.00690	0.03574	-0.72285	0.09930	0.03768	-0.71360	0.11199	0.01433	-0.45807	0.03345	0.04700	-0.27180	0.00826	0.03014	-0.24996	-0.00082	0.00506	-0.25087	0.01614	-0.01681	-0.13926	0.00461	0.00004	-0.11396	-0.00212	0.00083	-0.01979	0.02687	0.04325	-0.00782	-0.00127	0.00334	-0.02039	0.03282	0.04082	-0.00966	0.00191
3130	0.02643	-0.37116	0.04823	0.74387	-0.44493	0.61012	-0.59759	-1.00238	0.22281	0.40368	-0.47254	0.32462	-0.39131	-0.81024	0.09623	0.18297	-0.49593	0.16628	-0.19267	-0.68765	0.01839	0.04330	-0.70443	0.10358	0.04595	-0.69131	0.12149	0.03127	-0.46744	0.04648	0.05572	-0.26760	0.01624	0.03520	-0.25136	0.00318	0.01803	-0.24411	0.02958	-0.02978	-0.12992	0.00916	-0.00102	-0.11214	0.01340	-0.02517	0.00101	0.02646	0.01678	-0.00335	0.00692	-0.02497	0.00092	0.02936	0.01419	-0.00513	0.00494
3131	0.02589	-0.36708	0.05913	0.71699	-0.47167	0.58346	-0.61058	-0.94911	0.21162	0.39415	-0.48527	0.31108	-0.37707	-0.79189	0.09876	0.20247	-0.50382	0.18035	-0.17337	-0.69255	0.03023	0.04463	-0.70723	0.10315	0.04424	-0.68521	0.11915	0.03916	-0.47702	0.05892	0.04602	-0.24847	0.02903	0.03138	-0.24012	0.02050	0.01391	-0.22620	0.03972	-0.04677	-0.11735	0.02646	-0.00720	-0.11528	0.02692	-0.04152	0.01010	0.03539	-0.01357	0.00009	0.00563	-0.04174	0.01019	0.03327	-0.01680	-0.00175	-0.00666
3132	0.01742	-0.35972	0.06497	0.70672	-0.52137	0.57510	-0.61025	-0.87086	0.18373	0.37551	-0.51035	0.29637	-0.36141	-0.75245	0.08887	0.20112	-0.51448	0.18297	-0.16448	-0.67936	0.03184	0.02981	-0.71616	0.10319	0.02478	-0.68847	0.11004	0.03707	-0.47880	0.06529	0.03482	-0.22708	0.03962	0.02408	-0.22514	0.03679	-0.00367	-0.20666	0.04271	-0.06033	-0.10776	0.04232	-0.02412	-0.11517	0.03269	-0.04766	0.01184	0.04628	-0.04006	-0.00218	-0.00027	-0.04722	0.01184	0.04085	-0.04353	-0.00376	-0.01948
3133	0.01253	-0.35450	0.06458	0.70839	-0.60240	0.56926	-0.55311	-0.78604	0.14850	0.34711	-0.54079	0.27818	-0.34096	-0.70364	0.07628	0.18206	-0.51564	0.16943	-0.17149	-0.65000	0.02734	0.00608	-0.71343	0.10664	-0.00097	-0.68843	0.10560	0.03854	-0.47169	0.06708	0.03948	-0.22504	0.04320	0.01820	-0.22297	0.04124	-0.01471	-0.20026	0.03897	-0.06987	-0.10569	0.04681	-0.03923	-0.10603	0.02918	-0.04791	0.01390	0.05259	-0.05139	-0.01070	-0.00424	-0.04601	0.01358	0.04765	-0.05365	-0.01143	-0.02027
3134	0.01765	-0.35293	0.06143	0.71500	-0.69859	0.54114	-0.44765	-0.72140	0.12960	0.32417	-0.55735	0.26067	-0.30572	-0.65896	0.07341	0.16211	-0.49965	0.14719	-0.18945	-0.61048	0.02892	-0.00716	-0.69281	0.11455	-0.01181	-0.67582	0.11448	0.04803	-0.45729	0.06811	0.05864	-0.24607	0.04007	0.01614	-0.23719	0.03593	-0.00670	-0.21156	0.03005	-0.07967	-0.10976	0.04262	-0.03579	-0.09446	0.01818	-0.04474	0.01628	0.05612	-0.03676	-0.01956	-0.00076	-0.04050	0.01544	0.05394	-0.03685	-0.01933	-0.00573
3135	0.02720	-0.35192	0.05671	0.69411	-0.76772	0.47855	-0.33647	-0.69102	0.13260	0.31659	-0.55295	0.25006	-0.26044	-0.62814	0.07757	0.14829	-0.47763	0.13163	-0.21082	-0.57328	0.03662	-0.00538	-0.65694	0.12536	-0.00475	-0.64899	0.13395	0.05331	-0.43861	0.06576	0.08153	-0.27748	0.03185	0.02149	-0.25586	0.02630	0.01465	-0.23223	0.01919	-0.08936	-0.11194	0.03532	-0.01666	-0.08638	0.00467	-0.04655	0.01420	0.05486	-0.00566	-0.01793	0.00757	-0.04019	0.01289	0.05478	-0.00413	-0.01717	0.01291
3136	0.03151	-0.34824	0.04966	0.62468	-0.78509	0.40436	-0.25687	-0.67932	0.13262	0.31727	-0.54443	0.25013	-0.22884	-0.61082	0.07359	0.13285	-0.46981	0.13310	-0.23063	-0.55483	0.03909	-0.00461	-0.61871	0.13234	0.00127	-0.61778	0.15118	0.04460	-0.41952	0.05505	0.10068	-0.30412	0.02154	0.03102	-0.26478	0.01522	0.03713	-0.24856	0.01301	-0.09723	-0.10468	0.02735	-0.00075	-0.07794	-0.00324	-0.06111	0.00603	0.04434	0.01328	-0.00035	0.01097	-0.05447	0.00462	0.04425	0.01455	0.00009	0.01906
3137	0.02766	-0.33970	0.04287	0.54462	-0.78639	0.35714	-0.22233	-0.65521	0.10977	0.31402	-0.55326	0.25759	-0.22957	-0.59452	0.05751	0.11366	-0.47739	0.14668	-0.24633	-0.55502	0.03302	-0.01726	-0.59759	0.12986	-0.00884	-0.59750	0.15619	0.02984	-0.40149	0.03950	0.10887	-0.31287	0.01528	0.03281	-0.25791	0.00728	0.05240	-0.24884	0.01577	-0.10224	-0.08990	0.02236	0.00219	-0.06607	-0.00031	-0.07638	-0.00515	0.03200	0.00376	0.02171	0.00639	-0.07068	-0.00638	0.03072	0.00330	0.02118	0.01020
3138	0.02160	-0.32565	0.04104	0.49959	-0.82569	0.34157	-0.22255	-0.59849	0.07120	0.29887	-0.57925	0.26174	-0.25549	-0.56324	0.04220	0.10275	-0.47850	0.16108	-0.25811	-0.54836	0.02629	-0.04060	-0.59941	0.12325	-0.03323	-0.59256	0.15268	0.02363	-0.38422	0.02942	0.10272	-0.29792	0.01732	0.02736	-0.23798	0.00824	0.05713	-0.23205	0.02400	-0.09795	-0.07661	0.02470	0.00240	-0.05714	0.00982	-0.06939	-0.01636	0.03054	-0.01836	0.02979	0.00087	-0.06311	-0.01773	0.02876	-0.01974	0.02893	-0.00125
3139	0.02121	-0.30849	0.04496	0.47085	-0.89882	0.32232	-0.22907	-0.50999	0.02968	0.26874	-0.60495	0.25338	-0.27752	-0.51169	0.03594	0.10566	-0.45911	0.17248	-0.26276	-0.51082	0.02236	-0.06805	-0.60639	0.12375	-0.06328	-0.59094	0.15315	0.02954	-0.37000	0.03018	0.09188	-0.26690	0.02498	0.03194	-0.21161	0.01856	0.05482	-0.20967	0.03042	-0.07767	-0.06852	0.03414	0.01570	-0.05856	0.01846	-0.03928	-0.02578	0.03820	-0.02492	0.02039	-0.00347	-0.02995	-0.02789	0.03687	-0.02502	0.02067	-0.00957
3140	0.02767	-0.29189	0.05005	0.41174	-0.95323	0.27276	-0.20485	-0.41592	-0.01146	0.23077	-0.62383	0.23114	-0.27098	-0.45580	0.03255	0.11060	-0.43208	0.17997	-0.25393	-0.45292	0.01667	-0.09356	-0.59410	0.13287	-0.08930	-0.57647	0.16337	0.04010	-0.36104	0.03820	0.08778	-0.23475	0.03003	0.05061	-0.18479	0.03073	0.05489	-0.19188	0.03020	-0.04875	-0.06120	0.04444	0.04198	-0.06767	0.01976	-0.01166	-0.03083	0.04223	-0.00755	0.00612	-0.01128	0.00025	-0.03361	0.04094	-0.00551	0.00806	-0.01965
3141	0.03524	-0.27687	0.04967	0.32716	-0.95742	0.20326	-0.12957	-0.35159	-0.04926	0.20088	-0.64216	0.19444	-0.23807	-0.41533	0.02108	0.10852	-0.41636	0.17473	-0.23330	-0.40905	0.00581	-0.10652	-0.55629	0.13905	-0.09947	-0.54484	0.17391	0.04805	-0.35244	0.04666	0.08896	-0.21158	0.02413	0.06346	-0.16252	0.03225	0.06308	-0.17816	0.02252	-0.03083	-0.05233	0.04480	0.06256	-0.07442	0.01345	-0.00496	-0.02913	0.03690	0.01828	-0.00043	-0.01925	0.00552	-0.03166	0.03505	0.02089	0.00205	-0.02890
